COUNTY,POP1990,MIDDLE1990,HS1990,COLLEGE1990,BACHELOR1990,GRADUATE1990,MIDDLE1990,HS1990,COLLEGE1990,BACHELOR1990,GRADUATE1990
Polk ,21411,10318,11093,4396,1448,601,0.481901826,0.518098174,0.205315025,0.067628789,0.028069684
Pulaski ,5179,2041,3138,1451,555,273,0.394091523,0.605908477,0.280169917,0.107163545,0.052712879
Putnam ,9189,3512,5677,2495,1071,411,0.382196104,0.617803896,0.271520296,0.1165524,0.044727391
Quitman ,1424,719,705,311,104,48,0.50491573,0.49508427,0.218398876,0.073033708,0.033707865
Rabun ,8099,3017,5082,2340,940,346,0.372515125,0.627484875,0.288924559,0.116063712,0.042721324
Randolph ,4779,2423,2356,982,287,81,0.507009835,0.492990165,0.205482318,0.060054405,0.016949153
Richmond ,114690,33327,81363,46868,19789,6604,0.290583312,0.709416688,0.408649403,0.172543378,0.057581306
Rockdale ,33497,7467,26030,14783,6070,1952,0.222915485,0.777084515,0.441323104,0.181210258,0.058273875
Schley ,2160,942,1218,478,173,76,0.436111111,0.563888889,0.221296296,0.080092593,0.035185185
Screven ,8602,3538,5064,1843,736,244,0.411299698,0.588700302,0.214252499,0.085561497,0.028365496
Seminole ,5637,2665,2972,1304,441,150,0.472769203,0.527230797,0.231328721,0.078233103,0.026609899
Spalding ,33651,13468,20183,9285,3733,1400,0.400225848,0.599774152,0.275920478,0.11093281,0.041603518
Stephens ,15013,5984,9029,4438,1973,545,0.39858789,0.60141211,0.295610471,0.131419436,0.036301872
Stewart ,3572,1735,1837,691,285,107,0.485722284,0.514277716,0.193449048,0.079787234,0.029955207
Sumter ,17752,6598,11154,6045,2820,1212,0.371676431,0.628323569,0.340525011,0.15885534,0.068273997
Talbot ,4147,1817,2330,871,294,103,0.438148059,0.561851941,0.210031348,0.070894623,0.024837232
Taliaferro ,1222,628,594,154,69,31,0.51391162,0.48608838,0.126022913,0.056464812,0.025368249
Tattnall ,11654,4960,6694,2288,755,186,0.425604943,0.574395057,0.196327441,0.064784623,0.015960185
Taylor ,4678,2285,2393,935,332,115,0.488456605,0.511543395,0.19987174,0.0709705,0.024583155
Telfair ,7043,3377,3666,1376,606,198,0.479483175,0.520516825,0.195371291,0.086042879,0.02811302
Terrell ,6538,3115,3423,1540,602,182,0.476445396,0.523554604,0.235546039,0.092077088,0.027837259
Thomas ,24219,8891,15328,7310,3239,1174,0.367108469,0.632891531,0.301829142,0.133737974,0.048474338
Tift ,20829,8060,12769,7138,2915,1219,0.386960488,0.613039512,0.342695281,0.139949109,0.058524173
Toombs ,14712,6028,8684,4027,1673,584,0.409733551,0.590266449,0.273722132,0.113716694,0.039695487
Towns ,4813,2013,2800,1272,550,190,0.418242261,0.581757739,0.26428423,0.114273842,0.039476418
Treutlen ,3674,1736,1938,694,233,82,0.472509526,0.527490474,0.188894937,0.063418617,0.022318998
Troup ,34332,13452,20880,9772,4679,1432,0.391821042,0.608178958,0.284632413,0.136286846,0.041710358
Turner ,5170,2311,2859,1044,370,152,0.447001934,0.552998066,0.201934236,0.071566731,0.029400387
Twiggs ,5835,3009,2826,940,279,102,0.515681234,0.484318766,0.161096829,0.04781491,0.01748072
Union ,8275,3414,4861,2140,836,287,0.412567976,0.587432024,0.258610272,0.10102719,0.034682779
Upson ,17139,7784,9355,3884,1551,550,0.454168855,0.545831145,0.226617656,0.090495361,0.032090554
Walker ,37846,15783,22063,9448,3181,1095,0.417032183,0.582967817,0.249643291,0.084051155,0.028933044
Walton ,23776,10012,13764,6255,2227,599,0.421096904,0.578903096,0.263080417,0.093665882,0.025193472
Ware ,22611,8799,13812,6119,2346,960,0.389146875,0.610853125,0.270620494,0.10375481,0.042457211
Warren ,3792,2170,1622,473,159,45,0.572257384,0.427742616,0.124736287,0.04193038,0.011867089
Washington ,11721,4906,6815,2534,1152,391,0.418564969,0.581435031,0.216193158,0.098285129,0.033358928
Wayne ,13870,5149,8721,3790,1330,510,0.371232877,0.628767123,0.273251622,0.095890411,0.036770007
Webster ,1416,703,713,238,78,28,0.496468927,0.503531073,0.168079096,0.055084746,0.019774011
Wheeler ,3040,1315,1725,705,261,84,0.432565789,0.567434211,0.231907895,0.085855263,0.027631579
White ,8671,3214,5457,2833,1177,455,0.370660823,0.629339177,0.326721255,0.135739822,0.052473763
Whitfield ,45411,18252,27159,14331,5454,1821,0.401929048,0.598070952,0.31558433,0.120103059,0.040100416
Wilcox ,4407,2081,2326,855,333,146,0.472203313,0.527796687,0.19400953,0.075561607,0.033129113
Wilkes ,6902,2996,3906,1593,717,219,0.434077079,0.565922921,0.230802666,0.103882932,0.031729933
Wilkinson ,6141,2335,3806,1395,541,241,0.380231233,0.619768767,0.2271617,0.088096401,0.039244423
Worth ,11837,4959,6878,2408,746,281,0.41894061,0.58105939,0.203429923,0.063022725,0.023739123
Hawaii ,77099,17200,59899,36244,14247,3912,0.223089794,0.776910206,0.470096888,0.184788389,0.050739958
Honolulu ,534187,100353,433834,281904,131169,41972,0.18786118,0.81213882,0.52772531,0.245548843,0.078571736
Kalawao ,130,63,67,34,6,0,0.484615385,0.515384615,0.261538462,0.046153846,0
Kauai ,33045,8884,24161,15271,5370,1298,0.268845514,0.731154486,0.462127402,0.162505674,0.03927977
Maui ,65359,15006,50353,30968,11632,3405,0.229593476,0.770406524,0.473813859,0.177970899,0.05209688
Ada ,127588,16301,111287,78093,31780,9449,0.127762799,0.872237201,0.612071668,0.249082986,0.074058689
Adams ,2143,530,1613,762,231,47,0.247316846,0.752683154,0.355576295,0.107792814,0.021931871
Bannock ,37391,6409,30982,20265,7419,2401,0.171404884,0.828595116,0.541975342,0.198416731,0.064213313
Bear Lake ,3454,696,2758,1362,395,83,0.201505501,0.798494499,0.39432542,0.114360162,0.02403011
Benewah ,4982,1287,3695,1785,438,102,0.258329988,0.741670012,0.358289843,0.087916499,0.020473705
Bingham ,20242,4693,15549,8622,2661,716,0.231844679,0.768155321,0.425946053,0.131459342,0.035371999
Blaine ,8962,742,8220,6314,2953,795,0.082794019,0.917205981,0.704530239,0.329502343,0.088707878
Boise ,2295,460,1835,997,331,99,0.20043573,0.79956427,0.434422658,0.14422658,0.043137255
Bonner ,17689,3858,13831,7507,2682,753,0.218101645,0.781898355,0.424388038,0.151619651,0.042568828
Bonneville ,40392,6457,33935,22234,9390,2891,0.159858388,0.840141612,0.550455536,0.232471777,0.071573579
Boundary ,4986,1266,3720,1804,662,175,0.253910951,0.746089049,0.361813077,0.132771761,0.035098275
Butte ,1751,344,1407,781,237,57,0.196459166,0.803540834,0.44603084,0.135351228,0.032552827
Camas ,473,86,387,225,71,14,0.181818182,0.818181818,0.475687104,0.150105708,0.029598309
Canyon ,53308,15469,37839,20541,6383,1817,0.290181586,0.709818414,0.38532678,0.119738126,0.03408494
Caribou ,3924,616,3308,1868,462,76,0.156982671,0.843017329,0.476044852,0.117737003,0.019367992
Cassia ,10765,2943,7822,4616,1503,322,0.273385973,0.726614027,0.428797027,0.139619136,0.029911751
Clark ,475,120,355,204,67,12,0.252631579,0.747368421,0.429473684,0.141052632,0.025263158
Clearwater ,5845,1556,4289,2105,669,184,0.266210436,0.733789564,0.360136869,0.114456801,0.031479897
Custer ,2652,485,2167,1223,415,108,0.182880845,0.817119155,0.461161388,0.156485671,0.040723982
Elmore ,11963,2026,9937,6281,1894,550,0.169355513,0.830644487,0.525035526,0.158321491,0.04597509
Franklin ,4879,870,4009,2235,698,144,0.178315229,0.821684771,0.458085673,0.143062103,0.029514245
Fremont ,5907,1440,4467,2424,654,154,0.243778568,0.756221432,0.410360589,0.1107161,0.026070764
Gem ,7698,2300,5398,2659,665,166,0.298778904,0.701221096,0.345414393,0.086386074,0.021564043
Gooding ,7375,2028,5347,2967,979,274,0.274983051,0.725016949,0.402305085,0.132745763,0.037152542
Idaho ,9142,2280,6862,3499,1157,315,0.249398381,0.750601619,0.382739007,0.12655874,0.034456355
Jefferson ,8569,1919,6650,3821,1007,297,0.223946785,0.776053215,0.445909674,0.11751663,0.03465982
Jerome ,9218,2547,6671,3837,1015,307,0.276307225,0.723692775,0.416250814,0.110110653,0.033304404
Kootenai ,45083,8530,36553,23132,7203,2051,0.189206575,0.810793425,0.513098064,0.159771976,0.045493867
Latah ,16616,2220,14396,10609,5946,2686,0.133606163,0.866393837,0.638480982,0.357847857,0.16165142
Lemhi ,4613,1203,3410,1821,544,131,0.260784739,0.739215261,0.394753956,0.117927596,0.028398006
Lewis ,2325,493,1832,927,306,69,0.212043011,0.787956989,0.398709677,0.131612903,0.029677419
Lincoln ,2040,413,1627,890,242,68,0.20245098,0.79754902,0.43627451,0.118627451,0.033333333
Madison ,7936,985,6951,4961,1525,595,0.124117944,0.875882056,0.625126008,0.192162298,0.074974798
Minidoka ,11158,3512,7646,3890,999,285,0.314751748,0.685248252,0.348628787,0.089532174,0.025542212
Nez Perce ,22232,4463,17769,10805,3475,1008,0.200746671,0.799253329,0.486011155,0.156306225,0.04534005
Oneida ,2009,427,1582,968,260,44,0.212543554,0.787456446,0.481831757,0.129417621,0.021901444
Owyhee ,4858,1847,3011,1435,423,134,0.380197612,0.619802388,0.295389049,0.087072869,0.027583368
Payette ,10210,3328,6882,3423,1001,288,0.325954946,0.674045054,0.335259549,0.098041136,0.02820764
Power ,4016,1122,2894,1648,446,132,0.27938247,0.72061753,0.410358566,0.111055777,0.032868526
Shoshone ,9313,2784,6529,2987,835,283,0.29893697,0.70106303,0.320734457,0.089659616,0.03038763
Teton ,1981,392,1589,1012,345,61,0.197879859,0.802120141,0.510853104,0.174154467,0.030792529
Twin Falls ,33144,8154,24990,15083,4398,1131,0.246017379,0.753982621,0.455074825,0.1326937,0.034123823
Valley ,4113,666,3447,2022,797,226,0.161925602,0.838074398,0.491611962,0.193775833,0.054947727
Washington ,5577,1520,4057,1969,572,192,0.272547965,0.727452035,0.353057199,0.102564103,0.034427111
Adams ,43298,10778,32520,16335,5920,1886,0.248926047,0.751073953,0.377269158,0.13672687,0.043558594
Alexander ,6724,2708,4016,1904,527,193,0.402736466,0.597263534,0.283164783,0.078375967,0.028703153
Bond ,9669,2965,6704,3165,1229,434,0.306650119,0.693349881,0.327334781,0.12710725,0.044885717
Boone ,19272,4727,14545,6825,2319,809,0.245278124,0.754721876,0.354140722,0.120330012,0.041977999
Brown ,3979,1239,2740,1232,389,134,0.31138477,0.68861523,0.309625534,0.097763257,0.033676803
Bureau ,23444,5479,17965,8178,2919,768,0.233705852,0.766294148,0.348831257,0.124509469,0.032758915
Calhoun ,3583,1332,2251,805,250,115,0.371755512,0.628244488,0.224672063,0.069773932,0.032096009
Carroll ,11323,2723,8600,3652,1196,346,0.240483971,0.759516029,0.322529365,0.105625718,0.030557273
Cass ,8825,2447,6378,2475,935,283,0.277280453,0.722719547,0.280453258,0.105949008,0.032067989
Champaign ,95971,11997,83974,58760,32690,17042,0.125006512,0.874993488,0.612268289,0.34062373,0.177574476
Christian ,22945,6178,16767,6698,2145,709,0.26925256,0.73074744,0.29191545,0.093484419,0.030899978
Clark ,10734,3077,7657,3199,988,298,0.286659214,0.713340786,0.298024967,0.092043972,0.027762251
Clay ,9647,3322,6325,2788,737,269,0.344355758,0.655644242,0.289001762,0.076396807,0.027884316
Clinton ,21563,7080,14483,7114,1982,620,0.328340212,0.671659788,0.329916987,0.091916709,0.028752956
Coles ,29136,6962,22174,12795,5452,2373,0.23894838,0.76105162,0.439147446,0.18712246,0.081445634
Cook ,3291995,875479,2416516,1551551,750038,274222,0.265941777,0.734058223,0.471310254,0.22783692,0.08329964
Crawford ,13317,3192,10125,4717,1268,444,0.239693625,0.760306375,0.354208906,0.09521664,0.033340843
Cumberland ,6727,1867,4860,2087,549,181,0.277538279,0.722461721,0.310242307,0.081611417,0.026906496
DeKalb ,41817,6741,35076,22208,10911,4663,0.161202382,0.838797618,0.531075878,0.260922591,0.111509673
De Witt ,10941,2774,8167,3332,1290,362,0.253541724,0.746458276,0.304542546,0.117905128,0.033086555
Douglas ,12550,3259,9291,4142,1434,482,0.259681275,0.740318725,0.330039841,0.114262948,0.038406375
DuPage ,502321,57381,444940,327701,180848,60094,0.114231736,0.885768264,0.652373681,0.360024765,0.119632665
Edgar ,13082,3464,9618,4032,1442,481,0.264791316,0.735208684,0.308209754,0.110227794,0.036768078
Edwards ,5019,1522,3497,1634,420,123,0.303247659,0.696752341,0.325562861,0.083682008,0.024506874
Effingham ,19477,4878,14599,7257,2534,737,0.250449248,0.749550752,0.372593315,0.130102172,0.037839503
Fayette ,13894,4336,9558,3943,1186,415,0.312077156,0.687922844,0.283791565,0.085360587,0.029869008
Ford ,9592,2190,7402,3458,1160,374,0.228315263,0.771684737,0.360508757,0.120934112,0.038990826
Franklin ,27214,9072,18142,8486,2233,662,0.333357831,0.666642169,0.311824796,0.082053355,0.024325715
Fulton ,25592,6693,18899,8120,2421,767,0.26152704,0.73847296,0.317286652,0.094599875,0.029970303
Gallatin ,4680,1946,2734,1130,344,126,0.415811966,0.584188034,0.241452991,0.073504274,0.026923077
Greene ,10031,3105,6926,2692,906,272,0.309540425,0.690459575,0.268368059,0.090320008,0.027115941
Grundy ,20541,4321,16220,7875,2575,809,0.210359768,0.789640232,0.383379582,0.125359038,0.039384645
Hamilton ,5859,2344,3515,1588,444,153,0.400068271,0.599931729,0.271036013,0.07578085,0.026113671
Hancock ,14322,3217,11105,5493,2069,553,0.224619467,0.775380533,0.383535819,0.144463064,0.038611926
Hardin ,3492,1406,2086,956,244,91,0.402634593,0.597365407,0.273768614,0.069873998,0.026059565
Henderson ,5467,1457,4010,1555,518,119,0.26650814,0.73349186,0.284433876,0.09475032,0.021766965
Henry ,33423,7622,25801,12123,3931,1411,0.228046555,0.771953445,0.362714299,0.117613619,0.042216438
Iroquois ,20578,5466,15112,6297,2071,664,0.265623481,0.734376519,0.306006415,0.100641462,0.03226747
Jackson ,32172,6831,25341,17724,9496,4533,0.21232749,0.78767251,0.550913838,0.295163496,0.140898918
Jasper ,6835,2071,4764,1975,554,189,0.302999268,0.697000732,0.288953914,0.081053402,0.027651792
Jefferson ,24023,7230,16793,8445,2718,884,0.300961578,0.699038422,0.351538109,0.113141573,0.036798069
Jersey ,12847,3608,9239,4273,1190,403,0.280843777,0.719156223,0.332606834,0.092628629,0.031369191
Jo Daviess ,14409,3733,10676,4459,1737,494,0.25907419,0.74092581,0.309459366,0.120549656,0.034284128
Johnson ,7922,2680,5242,2641,724,272,0.338298409,0.661701591,0.33337541,0.091391063,0.034334764
Kane ,191807,42736,149071,92889,41027,13452,0.222807301,0.777192699,0.484283681,0.213897303,0.070132998
Kankakee ,59821,16100,43721,22105,7148,2387,0.269136256,0.730863744,0.369519065,0.119489811,0.039902375
Kendall ,24175,3946,20229,11383,4310,1270,0.163226474,0.836773526,0.470858325,0.178283351,0.052533609
Knox ,37723,8840,28883,14444,4796,1589,0.234339793,0.765660207,0.382896376,0.12713729,0.042122843
Lake ,318475,48641,269834,190002,101885,36510,0.152730984,0.847269016,0.596599419,0.319915221,0.114640082
La Salle ,70357,18907,51450,23787,7393,2419,0.26872948,0.73127052,0.338090027,0.105078386,0.034381796
Lawrence ,10950,3369,7581,3268,691,213,0.307671233,0.692328767,0.298447489,0.063105023,0.019452055
Lee ,22661,5375,17286,8547,2665,916,0.237191651,0.762808349,0.377167821,0.11760293,0.04042187
Livingston ,26084,6744,19340,8010,2441,769,0.258549302,0.741450698,0.307084803,0.093582273,0.029481675
Logan ,20324,4898,15426,6955,2535,772,0.240995867,0.759004133,0.342206259,0.124729384,0.037984649
McDonough ,18784,3700,15084,8565,4361,1946,0.19697615,0.80302385,0.455973169,0.232165673,0.103598807
McHenry ,114721,17773,96948,59629,24059,7362,0.154923684,0.845076316,0.519774061,0.209717489,0.064173081
McLean ,72957,11183,61774,37744,21143,6569,0.15328207,0.84671793,0.517345834,0.289800842,0.090039338
Macon ,76297,18150,58147,29093,11284,3803,0.237886155,0.762113845,0.381312502,0.147895723,0.049844686
Macoupin ,31217,8485,22732,9316,2868,1016,0.271807028,0.728192972,0.298427139,0.091873018,0.032546369
Madison ,161517,39064,122453,64316,23271,7994,0.241856894,0.758143106,0.39819957,0.144077713,0.049493242
Marion ,27077,8089,18988,8943,2602,897,0.298740629,0.701259371,0.330280312,0.096096318,0.033127747
Marshall ,8600,1911,6689,2968,890,221,0.222209302,0.777790698,0.345116279,0.103488372,0.025697674
Mason ,10729,2942,7787,3083,944,311,0.274210085,0.725789915,0.287352037,0.087985833,0.028986858
Massac ,10068,3493,6575,3161,808,295,0.346940803,0.653059197,0.313965038,0.080254271,0.029300755
Menard ,7390,1677,5713,2626,1022,260,0.226928281,0.773071719,0.355345061,0.138294993,0.035182679
Mercer ,11357,2572,8785,3755,1279,354,0.226468257,0.773531743,0.33063309,0.112617769,0.031170203
Monroe ,14613,3527,11086,5431,2008,485,0.241360432,0.758639568,0.371655375,0.137411894,0.033189626
Montgomery ,20386,5669,14717,5770,1645,515,0.278082998,0.721917002,0.283037379,0.080692632,0.025262435
Morgan ,23605,5688,17917,8577,3784,1336,0.240965897,0.759034103,0.363355221,0.16030502,0.056598178
Moultrie ,9282,2758,6524,2808,884,278,0.297134238,0.702865762,0.302521008,0.095238095,0.029950442
Ogle ,29575,6624,22951,11039,3586,1027,0.22397295,0.77602705,0.373254438,0.121251057,0.034725275
Peoria ,115963,25590,90373,54010,22560,7642,0.220673836,0.779326164,0.465752007,0.194544812,0.06590033
Perry ,13921,4477,9444,4264,1021,307,0.32160046,0.67839954,0.306299835,0.073342432,0.022053013
Piatt ,10458,1783,8675,4222,1659,543,0.17049149,0.82950851,0.403710078,0.158634538,0.051921974
Pike ,11820,3563,8257,3358,953,273,0.30143824,0.69856176,0.284094755,0.080626058,0.023096447
Pope ,2821,983,1838,835,177,70,0.348457994,0.651542006,0.295994328,0.062743708,0.024813896
Pulaski ,4816,1937,2879,1496,294,106,0.402200997,0.597799003,0.310631229,0.061046512,0.022009967
Putnam ,3783,915,2868,1342,372,130,0.241871531,0.758128469,0.354744911,0.098334655,0.034364261
Randolph ,22847,8174,14673,6417,1903,676,0.357771261,0.642228739,0.280868385,0.083293211,0.02958813
Richland ,10917,2894,8023,4238,1304,396,0.265091142,0.734908858,0.388201887,0.119446734,0.036273702
Rock Island ,96715,21882,74833,40648,14519,4350,0.226252391,0.773747609,0.420286409,0.150121491,0.044977511
St. Clair ,162550,44560,117990,68227,23854,8760,0.274131037,0.725868963,0.419729314,0.146748693,0.05389111
Saline ,18020,6627,11393,5964,1687,655,0.367758047,0.632241953,0.330965594,0.093618202,0.036348502
Sangamon ,117686,21453,96233,57165,26313,9614,0.182290162,0.817709838,0.485741719,0.223586493,0.08169196
Schuyler ,5090,1557,3533,1374,547,140,0.30589391,0.69410609,0.269941061,0.107465619,0.027504912
Scott ,3732,985,2747,933,342,84,0.263933548,0.736066452,0.25,0.091639871,0.022508039
Shelby ,14745,4022,10723,4672,1442,558,0.272770431,0.727229569,0.316853171,0.097795863,0.037843337
Stark ,4396,1010,3386,1470,474,131,0.229754322,0.770245678,0.334394904,0.107825296,0.029799818
Stephenson ,31555,7355,24200,11831,4293,1225,0.23308509,0.76691491,0.374932657,0.13604817,0.038821106
Tazewell ,80310,17191,63119,33418,10890,3149,0.214058025,0.785941975,0.416112564,0.135599552,0.039210559
Union ,12092,4326,7766,4068,1315,484,0.357757195,0.642242805,0.336420774,0.108749587,0.040026464
Vermilion ,58087,15828,42259,19728,6443,2359,0.27248782,0.72751218,0.339628488,0.110919827,0.040611497
Wabash ,8520,2141,6379,3667,1077,334,0.25129108,0.74870892,0.430399061,0.126408451,0.039201878
Warren ,12220,2895,9325,4531,1775,559,0.23690671,0.76309329,0.370785597,0.145253682,0.045744681
Washington ,9906,3395,6511,3063,858,242,0.342721583,0.657278417,0.309206541,0.086614173,0.024429639
Wayne ,11613,4290,7323,3444,1009,320,0.369413588,0.630586412,0.296564195,0.086885387,0.027555326
White ,11451,3868,7583,3658,1088,372,0.337787093,0.662212907,0.319448083,0.095013536,0.032486246
Whiteside ,39020,10423,28597,13421,3844,1382,0.267119426,0.732880574,0.34395182,0.098513583,0.035417734
Will ,215823,42236,173587,101929,38918,12706,0.1956974,0.8043026,0.472280526,0.180323691,0.058872317
Williamson ,38733,10930,27803,15294,5501,1929,0.282188315,0.717811685,0.394857099,0.142023597,0.049802494
Winnebago ,163047,38648,124399,67573,27155,8449,0.237035947,0.762964053,0.414438781,0.166547069,0.051819414
Woodford ,20469,4091,16378,8506,3147,1018,0.199863208,0.800136792,0.41555523,0.153744687,0.049733744
Adams ,18119,4639,13480,5296,1936,881,0.256029582,0.743970418,0.292289861,0.106849164,0.048622992
Allen ,187856,35401,152455,89614,35670,12886,0.188447534,0.811552466,0.477035602,0.189879482,0.068595094
Bartholomew ,41218,9520,31698,16186,6959,2821,0.230967053,0.769032947,0.392692513,0.168834005,0.068440972
Benton ,6053,1387,4666,1625,554,243,0.229142574,0.770857426,0.26846192,0.091524864,0.040145382
Blackford ,9259,2501,6758,2304,828,410,0.270115563,0.729884437,0.248838967,0.089426504,0.04428124
Boone ,24915,4368,20547,11405,5533,2196,0.175316075,0.824683925,0.457756372,0.222075055,0.088139675
Brown ,9510,2241,7269,3398,1447,586,0.235646688,0.764353312,0.357308097,0.152155626,0.061619348
Carroll ,12241,2917,9324,3578,1224,465,0.238297525,0.761702475,0.292296381,0.099991831,0.037987093
Cass ,25123,6057,19066,7377,2256,1011,0.241093818,0.758906182,0.293635314,0.089798193,0.040242009
Clark ,56970,15520,41450,20292,6381,2310,0.272424083,0.727575917,0.356187467,0.112006319,0.040547657
Clay ,16197,3906,12291,4510,1594,696,0.24115577,0.75884423,0.278446626,0.098413286,0.042970921
Clinton ,19875,4738,15137,5952,2192,896,0.238389937,0.761610063,0.299471698,0.110289308,0.045081761
Crawford ,6297,2546,3751,1388,359,185,0.404319517,0.595680483,0.220422423,0.057011275,0.029379069
Daviess ,17267,5833,11434,4193,1318,580,0.337812011,0.662187989,0.24283315,0.076330573,0.033590085
Dearborn ,24335,6454,17881,7313,2615,1033,0.265214711,0.734785289,0.300513663,0.107458393,0.042449147
Decatur ,14625,4046,10579,3629,1415,667,0.276649573,0.723350427,0.248136752,0.096752137,0.045606838
De Kalb ,21801,4895,16906,6741,2153,971,0.224530985,0.775469015,0.309206,0.098756938,0.044539241
Delaware ,70609,18029,52580,26237,11632,5923,0.255335722,0.744664278,0.371581526,0.164738206,0.083884491
Dubois ,22921,6365,16556,6370,2497,1025,0.277692945,0.722307055,0.277911086,0.108939401,0.044718817
Elkhart ,96003,26107,69896,32341,13646,5152,0.271939419,0.728060581,0.336874889,0.142141391,0.05366499
Fayette ,16744,6043,10701,3887,1354,634,0.360905399,0.639094601,0.232142857,0.080864787,0.03786431
Floyd ,41499,11112,30387,15802,6283,2656,0.267765488,0.732234512,0.38078026,0.151401239,0.064001542
Fountain ,11700,3163,8537,2908,884,385,0.27034188,0.72965812,0.248547009,0.075555556,0.032905983
Franklin ,12029,4178,7851,2768,990,427,0.347327292,0.652672708,0.230110566,0.082301106,0.035497548
Fulton ,12405,3062,9343,3582,1165,516,0.246835953,0.753164047,0.288754534,0.093913744,0.041596131
Gibson ,20949,5697,15252,6463,1914,735,0.271946155,0.728053845,0.308511146,0.091364743,0.035085207
Grant ,47541,13427,34114,14595,5315,2608,0.282429903,0.717570097,0.30699817,0.111798237,0.054857912
Greene ,20124,5718,14406,5679,1983,876,0.284138342,0.715861658,0.282200358,0.098539058,0.043530113
Hamilton ,69127,7814,61313,43002,25009,8357,0.113038321,0.886961679,0.622072417,0.361783384,0.120893428
Hancock ,29024,5773,23251,11237,4328,1918,0.198904355,0.801095645,0.387162348,0.149117971,0.066083241
Harrison ,18829,5437,13392,5172,1577,723,0.288756705,0.711243295,0.27468267,0.083753784,0.038398216
Hendricks ,48047,7656,40391,21253,8726,3440,0.159343976,0.840656024,0.442337711,0.181613836,0.071596562
Henry ,31989,9157,22832,8542,2930,1413,0.28625465,0.71374535,0.267029291,0.091593985,0.044171434
Howard ,52042,11213,40829,20201,7453,2997,0.21546059,0.78453941,0.38816725,0.143211252,0.057588102
Huntington ,22188,4758,17430,7311,2615,1076,0.214440238,0.785559762,0.329502434,0.117856499,0.048494682
Jackson ,24151,7408,16743,6157,2106,924,0.306736781,0.693263219,0.254937684,0.087201358,0.038259285
Jasper ,14984,3668,11316,4060,1625,784,0.244794447,0.755205553,0.270955686,0.108449012,0.052322477
Jay ,13843,4308,9535,3336,1134,614,0.311204219,0.688795781,0.240988225,0.081918659,0.044354547
Jefferson ,18876,5609,13267,6300,2510,1039,0.29714982,0.70285018,0.333757152,0.132973088,0.055043441
Jennings ,14942,5367,9575,3051,968,506,0.359188864,0.640811136,0.204189533,0.064783831,0.033864275
Johnson ,55137,10803,44334,22378,9204,3446,0.195930138,0.804069862,0.405861763,0.166929648,0.062498866
Knox ,24740,6308,18432,8947,2749,1310,0.254971706,0.745028294,0.361641067,0.111115602,0.052950687
Kosciusko ,40321,9082,31239,14338,5791,2386,0.22524243,0.77475757,0.355596339,0.14362243,0.05917512
Lagrange ,16100,6979,9121,3605,1181,558,0.433478261,0.566521739,0.223913043,0.073354037,0.034658385
Lake ,298552,79181,219371,104458,38222,14746,0.26521678,0.73478322,0.349882098,0.128024599,0.049391731
La Porte ,70102,18291,51811,23095,8234,3420,0.260919803,0.739080197,0.329448518,0.117457419,0.048786055
Lawrence ,28005,8483,19522,7109,2629,1078,0.302910195,0.697089805,0.253847527,0.093876094,0.038493126
Madison ,84886,22537,62349,27395,9951,4306,0.265497255,0.734502745,0.322726951,0.117227811,0.050726857
Marion ,511309,118600,392709,233751,109617,39302,0.231953672,0.768046328,0.457161912,0.214385039,0.076865457
Marshall ,26511,6901,19610,8357,3251,1419,0.260307042,0.739692958,0.315227641,0.122628343,0.053524952
Martin ,6625,2358,4267,1634,568,224,0.355924528,0.644075472,0.246641509,0.085735849,0.033811321
Miami ,22509,5306,17203,7133,2184,875,0.235727931,0.764272069,0.316895464,0.097027856,0.03887334
Monroe ,57368,10267,47101,31131,18885,9868,0.178967369,0.821032631,0.542654442,0.329190489,0.172012272
Montgomery ,22174,4424,17750,7266,2832,1288,0.199512943,0.800487057,0.327681068,0.127717146,0.058086047
Morgan ,35089,9271,25818,10443,3497,1556,0.264213856,0.735786144,0.297614637,0.099660862,0.044344381
Newton ,8567,2361,6206,2209,696,273,0.275592389,0.724407611,0.257849889,0.081241975,0.031866464
Noble ,23151,6463,16688,6448,1860,824,0.279167207,0.720832793,0.278519286,0.080342102,0.035592415
Ohio ,3457,1116,2341,733,208,62,0.322823257,0.677176743,0.212033555,0.060167776,0.017934625
Orange ,11902,4174,7728,2564,720,338,0.350697362,0.649302638,0.215425979,0.060494035,0.028398588
Owen ,11151,3761,7390,2538,794,363,0.337279168,0.662720832,0.227602906,0.071204376,0.032553134
Parke ,10217,2377,7840,2901,1034,441,0.232651463,0.767348537,0.283938534,0.101203876,0.043163355
Perry ,12271,4251,8020,2740,830,357,0.346426534,0.653573466,0.223290685,0.067639149,0.029092983
Pike ,8387,2895,5492,2065,711,327,0.34517706,0.65482294,0.246214379,0.084774055,0.038988911
Porter ,79625,14008,65617,34166,14760,6242,0.175924647,0.824075353,0.429086342,0.185368917,0.078392465
Posey ,16513,3914,12599,5294,1823,758,0.237025374,0.762974626,0.320595894,0.110397868,0.045903228
Pulaski ,7974,2241,5733,2142,712,280,0.281038375,0.718961625,0.268623025,0.089290193,0.035114121
Putnam ,18437,4415,14022,5633,2090,1029,0.239464121,0.760535879,0.30552693,0.113359006,0.055811683
Randolph ,17694,4980,12714,4436,1517,803,0.281451339,0.718548661,0.250706454,0.085735277,0.045382616
